Name,Type,Constellation,Magnitude,RAHour,RAMinute,DecSign,DecDeg,DecMinute
UGC 11286,Galaxy,Dra,15,18,33.2,+,66,57
UGC 11288,Galaxy,Dra,13,18,33.6,+,67,8
MCG 11-22-56,Galaxy,Dra,13,18,33.6,+,67,8
ZWG 143. 10,Galaxy,Her,15,18,39.8,+,22,18
M 70,Globular Cluster,Sgr,8.1,18,43.2,-,32,18
OCL 74,Open Cluster,Sct,10,18,42.2,-,6,17
ESO 104-16,Galaxy,Pav,10.5,18,49,-,65,11
MCG 7-38-17,Galaxy,Lyr,15,18,40.1,+,40,8
UGC 11309,Galaxy,Dra,15,18,37.2,+,59,37
UGC 11324,Galaxy,Lyr,14,18,40.7,+,36,16
NGC 6690,Galaxy,Dra,12,18,34.9,+,70,32
NGC 6689,Galaxy,Dra,13,18,34.8,+,70,32
UGC 11318,Galaxy,Dra,14,18,39.3,+,55,38
UGC 11330,Galaxy,Lyr,14,18,41.7,+,34,49
M 26,Open Cluster,Sct,8,18,45.2,-,9,24
UGC 11340,Galaxy,Lyr,14,18,42.7,+,40,24
UGC 11349,Galaxy,Her,14,18,45.2,+,25,31
ESO 183-21,Galaxy,Pav,13,18,52.1,-,57,19
UGC 11351,Galaxy,Lyr,14,18,46,+,32,17
UGC 11348,Galaxy,Dra,13,18,43.2,+,60,40
UGC 11354,Galaxy,Lyr,12.2,18,47,+,45,42
UGC 11356,Galaxy,Lyr,11.4,18,47.3,+,45,33
OCL 82,Open Cluster,Sct,9.2,18,50.9,-,5,12
M 11,Open Cluster,Sct,5.8,18,51.1,-,6,16
OCL 100,Open Cluster,Aql,6.7,18,51.5,+,10,21
UGC 11364,Galaxy,Lyr,12.8,18,50.6,+,26,50
UGC 11361,Galaxy,Dra,14,18,49,+,47,39
GCL 103,Globular Cluster,Sct,8.2,18,53.1,-,8,42
UGC 11365,Galaxy,Lyr,14,18,50.7,+,33,57
M 54,Globular Cluster,Sgr,7.7,18,55.1,-,30,29
OCL 46,Open Cluster,Sgr,6.9,18,54.6,-,19,53
M 57,Planetary Nebula,Lyr,9,18,53.6,+,33,2
ESO 141-19,Galaxy,Pav,12,19,0.8,-,57,47
Dunlop 573,Globular Cluster,Sgr,7.3,18,59.6,-,36,38
UGC 11381,Galaxy,Dra,14,18,56.4,+,52,22
OCL 101,Open Cluster,Aql,8,19,1.4,+,11,36
UGC 11388,Galaxy,Lyr,15,19,0.8,+,28,45
PK 33-2.1,Planetary Nebula,Aql,11,19,2.6,-,0,27
PK 78+18.1,Planetary Nebula,Dra,15,18,59.3,+,48,28
ESO 104-42,Galaxy,Pav,9,19,9.8,-,63,51
UGC 11391,Galaxy,Lyr,13,19,1.6,+,40,45
ZWG 341. 12,Galaxy,Dra,15,18,55.3,+,72,47
GCL 107,Globular Cluster,Aql,11.1,19,5.1,+,1,47
UGC 11389,Galaxy,Dra,13,19,0.7,+,59,10
PK 29-5.1,Planetary Nebula,Aql,13,19,5.9,-,6,0
Dunlop 295,Globular Cluster,Pav,5.4,19,10.9,-,59,59
ESO 184-22,Galaxy,Pav,12,19,11.4,-,57,3
ESO 231-25,Galaxy,Tel,13,19,11.4,-,50,39
OCL 96,Open Cluster,Aql,7.5,19,7.8,+,4,14
OCL 99,Open Cluster,Aql,11,19,8.7,+,4,41
UGC 11401,Galaxy,Dra,14,19,5.1,+,55,43
ESO 184-37,Galaxy,Tel,13,19,13.9,-,56,19
MCG 8-35-2,Galaxy,Dra,15,19,6.9,+,50,19
GCL 109,Globular Cluster,Aql,9.1,19,11.2,+,1,2
NGC 6763,Galaxy,Dra,14,19,5.6,+,63,56
NGC 6762,Galaxy,Dra,14,19,5.6,+,63,56
UGC 11407,Galaxy,Cyg,13,19,8.3,+,50,56
ESO 141-48,Galaxy,Pav,11.8,19,18.4,-,60,31
ESO 141-49,Galaxy,Pav,12,19,18.7,-,60,31
ESO 141-50,Galaxy,Pav,12.5,19,18.7,-,60,33
PK 33-6.1,Planetary Nebula,Aql,14,19,14.6,-,2,42
ESO 104-53,Galaxy,Pav,12,19,25.4,-,63,52
PK 34-6.1,Planetary Nebula,Aql,13,19,18.4,-,1,36
M 56,Globular Cluster,Lyr,8.3,19,16.6,+,30,11
ESO 184-62,Galaxy,Tel,13,19,22.9,-,55,47
PK 41-2.1,Planetary Nebula,Aql,12,19,18.4,+,6,33
ESO 142-1,Galaxy,Pav,13,19,24,-,59,55
MCG 8-35-7,Galaxy,Cyg,15,19,16.6,+,46,1
UGC 11414,Galaxy,Dra,13,19,10.9,+,73,24
UGC 11424,Galaxy,Dra,15,19,16.3,+,60,25
UGC 11425,Galaxy,Dra,13,19,16.7,+,64,0
PK 37-6.1,Planetary Nebula,Aql,10,19,23.2,+,1,31
OCL 142,Open Cluster,Lyr,9.5,19,20.7,+,37,51
UGC 11429,Galaxy,Lyr,13,19,21,+,43,8
UGC 11432,Galaxy,Dra,14,19,21.5,+,61,9
IC 1300,Galaxy,Cyg,14,19,24,+,53,38
UGC 11443,Galaxy,Cyg,15,19,27.7,+,54,22
OCL 114,Open Cluster,Vul,8.8,19,30.6,+,20,16
PK 46-4.1,Planetary Nebula,Aql,11,19,31.3,+,10,3
PK 45-4.1,Planetary Nebula,Aql,12,19,31.6,+,9,13
PK 42-6.1,Planetary Nebula,Aql,14,19,34.6,+,5,41
ESO 73-3,Galaxy,Pav,13,19,43.9,-,70,39
M 55,Globular Cluster,Sgr,7,19,40,-,30,58
ESO 142-35,Galaxy,Pav,12,19,43.6,-,58,40
OCL 185,Open Cluster,Cyg,6.8,19,38.2,+,46,34
MCG 2-50-1,Galaxy,Aql,11.2,19,42.7,-,10,19
MCG 10-28-5,Galaxy,Dra,15,19,37.4,+,62,22
PK 25-17.1,Planetary Nebula,Sgr,10,19,44,-,14,9
OCL 155,Open Cluster,Cyg,7.3,19,41.3,+,40,11
MCG 1-50-2,Galaxy,Aql,14,19,44.4,-,6,50
IC 4895,Galaxy,Sgr,9,19,44.9,-,14,48
OCL 124,Open Cluster,Vul,7.1,19,43.1,+,23,18
UGC 11470,Galaxy,Cyg,11.9,19,43.7,+,56,7
ZWG 324. 1,Galaxy,Dra,15,19,41.7,+,64,5
PK 83+12.1,Planetary Nebula,Cyg,10,19,44.8,+,50,31
UGC 11478,Galaxy,Dra,15,19,47.1,+,59,55
OCL 125,Open Cluster,Vul,7.9,19,51,+,23,4
UGC 11483,Galaxy,Dra,14,19,47.9,+,59,54
PK 82+11.1,Planetary Nebula,Cyg,14,19,49.7,+,48,58
OCL 134,Open Cluster,Cyg,7.8,19,52.2,+,29,25
MCG 2-50-9,Galaxy,Sgr,12.5,19,54.5,-,12,34
MCG 2-50-10,Galaxy,Sgr,13,19,54.7,-,12,41
M 71,Globular Cluster,Sge,8.3,19,53.8,+,18,47
PK 65+0.1,Planetary Nebula,Vul,14,19,55,+,29,17
OCL 139,Open Cluster,Cyg,14,19,56.5,+,30,21
ESO 233-21,Galaxy,Tel,13,20,3.6,-,48,17
M 27,Planetary Nebula,Vul,8.1,19,59.6,+,22,43
ESO 185-61,Galaxy,Tel,13,20,5.7,-,54,23
IC 4949,Galaxy,Tel,11.1,20,7.3,-,48,22
M 75,Globular Cluster,Sgr,8.6,20,6.1,-,21,55
OCL 183,Open Cluster,Cyg,7.6,20,3.7,+,44,0
ESO 233-39,Galaxy,Tel,12,20,9.9,-,48,23
UGC 11506,Galaxy,Dra,13,20,0.7,+,66,13
ESO 233-41,Galaxy,Tel,12.2,20,10.2,-,48,17
OCL 148,Open Cluster,Cyg,5.2,20,5.9,+,35,47
ESO 73-32,Galaxy,Pav,11.6,20,16.9,-,70,46
ESO 284-28,Galaxy,Tel,13,20,13.2,-,46,9
ESO 73-35,Galaxy,Pav,13,20,18.3,-,70,52
ESO 73-36,Galaxy,Pav,12.7,20,18.6,-,70,51
ESO 284-31,Galaxy,Sgr,13.4,20,13.9,-,44,31
PK 57-8.1,Planetary Nebula,Sge,13,20,10.5,+,16,55
PK 74+2.1,Planetary Nebula,Cyg,14,20,10.8,+,37,25
OCL 148,Open Cluster,Cyg,8,20,11.3,+,35,51
PK 82+7.1,Planetary Nebula,Cyg,13,20,10.4,+,46,28
OCL 152,Open Cluster,Vul,6,20,12,+,26,29
PK 60-7.2,Planetary Nebula,Sge,12,20,12.7,+,19,59
ESO 186-27,Galaxy,Tel,12,20,17.2,-,52,47
ESO 284-54,Galaxy,Sgr,12.5,20,18.3,-,44,48
PK 54-12.1,Planetary Nebula,Del,12,20,15.2,+,12,42
ESO 234-6,Galaxy,Tel,13,20,20.8,-,48,14
PK 69-2.1;H IV 13,Planetary Nebula,Cyg,14,20,16.4,+,30,34
MCG 2-52-1,Galaxy,Cap,15,20,21,-,12,16
MCG 2-52-2,Galaxy,Cap,14,20,21.2,-,12,21
MCG 0-52-1,Galaxy,Aql,14,20,21.6,-,2,34
IC 1316,Galaxy,Aql,15,20,22.3,+,6,27
IC 4948,Galaxy,Sgr,13,20,24.5,-,43,39
ESO 596-29,Galaxy,Cap,13,20,23.6,-,19,19
PK 61-9.1;H IV 16,Planetary Nebula,Del,12,20,22.4,+,20,7
UGC 11548,Galaxy,Aql,12.7,20,23.6,+,6,27
ESO 528-3,Galaxy,Cap,11.3,20,25.1,-,24,49
ESO 285-12,Galaxy,Tel,13,20,27.7,-,47,2
OCL 181,Open Cluster,Cyg,7.4,20,23.1,+,40,47
UGC 11540,Galaxy,Dra,15,20,19.6,+,66,45
ESO 596-38,Galaxy,Cap,14,20,26.9,-,18,38
M 29,Open Cluster,Cyg,6.6,20,23.9,+,38,32
UGC 11554,Galaxy,Cyg,15,20,23.5,+,58,22
UGC 11563,Galaxy,Del,14,20,27.4,+,8,6
UGC 11570,Galaxy,Vul,15,20,28.5,+,25,43
UGC 11574,Galaxy,Aql,14,20,29.9,-,2,11
ESO 462-29,Galaxy,Mic,12.1,20,31.7,-,30,50
ESO 528-16,Galaxy,Cap,14,20,33.2,-,25,30
ESO 463-4,Galaxy,Mic,11.3,20,34.3,-,31,59
UGC 11588,Galaxy,Aql,12.4,20,33.1,-,2,1
IC 1325,Galaxy,Del,14.5,20,32.6,+,9,55
IC 1326,Galaxy,Del,12.6,20,32.8,+,9,56
MCG 0-52-35,Galaxy,Aql,13.5,20,33.4,-,2,2
IC 1326,Galaxy,Del,13.1,20,33,+,9,52
MCG 2-52-16,Galaxy,Cap,14,20,33.6,-,11,23
GCL 117,Globular Cluster,Del,8.9,20,34.2,+,7,24
ESO 234-59,Galaxy,Ind,13,20,38.4,-,52,6
OCL 217,Open Cluster,Cep,7.8,20,31.4,+,60,38
OCL 141,Open Cluster,Vul,6.3,20,34.6,+,28,18
MCG 1-52-10,Globular Cluster,Aql,13,20,36.3,-,4,38
ESO 186-73,Galaxy,Ind,13,20,40.8,-,54,19
ESO 74-6,Galaxy,Pav,12,20,44.5,-,68,45
MCG 1-52-17,Galaxy,Del,13.3,20,38.4,+,7,0
MCG 1-52-15,Galaxy,Aqr,13,20,38.9,-,5,1
UGC 11597,Galaxy,Cep,8.9,20,34.8,+,60,9
UGC 11600,Galaxy,Cep,15,20,35.1,+,64,48
NGC 6952,Galaxy,Cep,11.1,20,37.2,+,66,6
UGC 11618,Galaxy,Del,13.2,20,44.1,+,3,13
UGC 11621,Galaxy,Del,15,20,44.4,+,2,35
UGC 11619,Galaxy,Del,14,20,44,+,12,31
ZWG 374. 7,Galaxy,Del,15,20,44.9,+,2,34
ESO 341-15,Galaxy,Mic,12,20,48.6,-,38,0
ZWG 374. 13,Galaxy,Aqr,14,20,47.1,+,0,27
ZWG 374. 14,Galaxy,Aqr,15,20,47.2,+,0,23
UGC 11628,Galaxy,Aqr,12,20,47.3,+,0,19
UGC 11629,Galaxy,Aqr,12.7,20,47.4,+,0,18
UGC 11630,Galaxy,Aqr,14,20,47.6,+,0,25
MCG 2-53-6,Galaxy,Aqr,14,20,48.4,-,8,20
UGC 11633,Galaxy,Del,15,20,48.4,+,7,45
ESO 235-8,Galaxy,Ind,12.7,20,52.1,-,48,48
UGC 11637,Galaxy,Del,15,20,49.4,+,6,0
UGC 11640,Galaxy,Del,14,20,50,+,9,54
NGC 6975,Galaxy,Aqr,14,20,52.4,-,5,46
MCG 1-53-16,Galaxy,Aqr,14,20,52.5,-,5,44
MCG 1-53-17,Galaxy,Aqr,14,20,52.6,-,5,43
M 72,Globular Cluster,Aqr,9.4,20,53.5,-,12,32
ESO 235-20,Galaxy,Ind,13,20,57.9,-,51,52
ZWG 425. 20,Galaxy,Del,15,20,55.8,+,10,32
M 73,Open Cluster,Aqr,9,20,59,-,12,38
OCL 197,Open Cluster,Cyg,10,20,56.5,+,44,38
UGC 11663,Galaxy,Aqr,14,21,1.2,-,0,11
UGC 11662,Galaxy,Del,14,21,0.8,+,17,48
GCL 119,Globular Cluster,Del,10.6,21,1.5,+,16,11
ESO 187-48,Galaxy,Ind,13,21,5.5,-,52,33
PK 93+5.2,Planetary Nebula,Cyg,13,21,0.6,+,54,33
PK 37-34.1,Planetary Nebula,Aqr,8,21,4.2,-,11,22
IC 5082,Galaxy,Aqr,14,21,4.7,-,12,20
UGC 11670,Galaxy,Cyg,12,21,3.6,+,29,54
ESO 286-57,Galaxy,Ind,12.3,21,7.9,-,47,11
UGC 11674,Galaxy,Equ,13,21,5.7,+,11,25
ESO 529-25,Galaxy,Cap,15,21,7.4,-,25,30
ESO 529-26,Galaxy,Cap,15,21,7.5,-,25,30
ESO 529-27,Galaxy,Cap,14,21,7.6,-,25,28
NGC 7021,Galaxy,Pav,12,21,11.4,-,64,3
OCL 235,Cluster Nebulosity,Cep,7,21,0.5,+,68,10
UGC 11681,Galaxy,Del,14,21,7.9,+,16,20
PK 89+0.1,Planetary Nebula,Cyg,13,21,6.3,+,47,51
PK 84-3.1,Planetary Nebula,Cyg,10,21,7.1,+,42,14
ESO 235-72,Galaxy,Ind,11.8,21,11.9,-,49,17
OCL 210,Open Cluster,Cyg,9.1,21,7.3,+,50,50
MCG 2-54-2,Galaxy,Peg,15,21,9.6,+,15,7
UGC 11687,Galaxy,Peg,15,21,9.7,+,15,9
ESO 286-79,Galaxy,Ind,12,21,15.2,-,47,13
OCL 203,Open Cluster,Cyg,7.6,21,11.2,+,45,39
UGC 11701,Galaxy,Equ,15,21,13.2,+,8,51
ESO 235-82,Galaxy,Ind,11.1,21,16.5,-,48,22
UGC 11702,Galaxy,Peg,13,21,13.8,+,13,33
UGC 11704,Galaxy,Peg,15,21,14.1,+,13,36
