Name,Type,Constellation,Magnitude,RAHour,RAMinute,DecSign,DecDeg,DecMinute
OCL 870,Open Cluster,Cru,9,12,1.9,-,63,12
UGC 7029,Galaxy,Com,14,12,3.2,+,19,44
MCG 10-17-131,Galaxy,UMa,15,12,3.2,+,57,54
UGC 7036,Galaxy,Vir,14,12,3.8,+,3,34
ZWG 128. 6,Galaxy,Com,15,12,4.1,+,20,21
NGC 4055,Galaxy,Com,14,12,4.1,+,20,13
UGC 7045,Galaxy,UMa,11.2,12,4.1,+,31,54
UGC 7042,Galaxy,Vir,15,12,4.1,+,1,52
UGC 7054,Galaxy,Com,11.5,12,4.2,+,18,27
NGC 4057,Galaxy,Com,14,12,4.2,+,20,13
UGC 7051,Galaxy,Com,14,12,4.2,+,20,22
UGC 7048,Galaxy,Vir,13,12,4.2,+,10,51
UGC 7047,Galaxy,UMa,13,12,4,+,52,35
NGC 4059,Galaxy,Com,14,12,4.2,+,20,26
ZWG 98. 45,Galaxy,Com,15,12,4.3,+,20,13
UGC 7060,Galaxy,Vir,13,12,4.5,+,1,54
MCG 4-29-11,Galaxy,Com,15,12,4.6,+,20,20
MCG 0-31-32,Galaxy,Vir,14,12,4.7,+,2,5
UGC 7061,Galaxy,Com,14,12,4.6,+,20,12
NGC 4140,Galaxy,Vir,14,12,4.7,+,1,48
NGC 4107,Galaxy,Vir,14,12,4.8,+,10,36
UGC 7067,Galaxy,Vir,14,12,4.8,-,2,23
UGC 7068,Galaxy,Com,14,12,5,+,27,0
UGC 7062,Galaxy,UMa,14,12,4.6,+,64,26
MCG 2-31-26,Galaxy,Vir,15,12,5.3,+,10,41
MCG 2-31-24,Galaxy,Vir,15,12,5.3,+,10,37
MCG 4-29-14,Galaxy,Com,15,12,5.3,+,21,14
UGC 7075,Galaxy,UMa,12.3,12,5.4,+,50,21
UGC 7076,Galaxy,Com,15,12,5.5,+,20,15
ESO 505-10,Galaxy,Hya,13,12,5.6,-,26,33
UGC 7081,Galaxy,UMa,10.5,12,5.6,+,50,33
MCG 4-29-17,Galaxy,Com,15,12,5.6,+,20,34
IC 2997;UGC 7077,Galaxy,Com,15,12,5.5,+,20,19
UGC 7083,Galaxy,Com,15,12,5.7,+,20,34
UGC 7087,Galaxy,Com,14,12,5.9,+,20,30
MCG 4-29-21,Galaxy,Com,15,12,5.9,+,20,33
MCG 2-31-16,Galaxy,Crv,12,12,5.9,-,14,32
MCG 4-29-22,Galaxy,Com,14,12,6,+,20,35
UGC 7090,Galaxy,UMa,10.6,12,6,+,47,29
UGC 7092,Galaxy,UMa,14,12,6.1,+,36,52
NGC 4099-1,Galaxy,Com,14,12,6.1,+,20,37
UGC 7095,Galaxy,UMa,12,12,6.2,+,49,35
UGC 7093,Galaxy,Com,14,12,6.2,+,25,34
UGC 7096,Galaxy,UMa,12,12,6.4,+,52,43
OCL 871,Open Cluster,Cru,7,12,6.7,-,61,15
UGC 7099,Galaxy,Com,14,12,6.6,+,28,10
ESO 440-54,Galaxy,Hya,12,12,6.7,-,29,46
ESO 440-56,Galaxy,Hya,11.4,12,6.8,-,29,46
UGC 7101,Galaxy,Dra,13,12,6.8,+,67,10
MCG 7-25-24,Galaxy,CVn,15,12,6.9,+,43,0
UGC 7102,Galaxy,Com,14,12,7.1,+,18,32
UGC 7103,Galaxy,CVn,10.8,12,7.1,+,43,4
MCG 2-31-18,Galaxy,Crv,13,12,7.2,-,14,11
UGC 7111,Galaxy,Vir,11.9,12,7.6,+,2,42
UGC 7112,Galaxy,CVn,14,12,7.8,+,43,8
UGC 7121,Galaxy,Dra,14,12,8.5,+,69,33
MCG 11-15-26,Galaxy,Dra,14,12,7.9,+,65,7
NGC 4113,Galaxy,Com,15,12,7.2,+,33,0
UGC 7116,Galaxy,Vir,11.2,12,8.2,+,2,53
NGC 4119,Galaxy,Vir,12,12,8.2,+,10,23
UGC 7118,Galaxy,Dra,9.8,12,8.1,+,65,11
UGC 7123,Galaxy,Com,14,12,8.7,+,16,9
UGC 7122,Galaxy,Cam,13,12,8.4,+,76,48
UGC 7120,Galaxy,Dra,13,12,8.5,+,68,46
NGC 4130,Galaxy,Vir,12.6,12,8.9,-,9,2
UGC 7126,Galaxy,Com,14,12,8.7,+,29,18
MCG 5-29-20,Galaxy,Com,15,12,9,+,29,14
UGC 7127,Galaxy,Dra,13,12,8.6,+,74,56
UGC 7130,Galaxy,Com,14,12,9.2,+,29,11
MCG 7-25-32,Galaxy,CVn,15,12,9.2,+,44,0
UGC 7134,Galaxy,Com,12,12,9.3,+,29,56
UGC 7135,Galaxy,CVn,15,12,9.3,+,44,6
UGC 7139,Galaxy,CVn,12,12,9.5,+,43,41
UGC 7147,Galaxy,UMa,14,12,9.7,+,58,51
UGC 7140,Galaxy,UMa,14,12,9.5,+,53,6
UGC 7142,Galaxy,CVn,12,12,9.6,+,42,32
UGC 7151,Galaxy,UMa,12,12,10,+,46,27
UGC 7154,Galaxy,CVn,11,12,10,+,39,53
UGC 7163,Galaxy,Com,14,12,10.3,+,26,26
NGC 4153,Globular Cluster,Com,10.3,12,10.1,+,18,33
UGC 7158,Galaxy,CVn,15,12,10.1,+,35,52
NGC 4154,Galaxy,UMa,14,12,10.4,+,58,19
UGC 7165,Galaxy,Com,11.7,12,10.6,+,30,24
UGC 7166,Galaxy,CVn,10.4,12,10.5,+,39,24
UGC 7169,Galaxy,Com,12,12,10.6,+,16,2
UGC 7172,Galaxy,Com,14,12,10.8,+,19,3
UGC 7173,Galaxy,CVn,13,12,10.8,+,39,28
UGC 7183,Galaxy,UMa,12,12,11.1,+,50,29
UGC 7182,Galaxy,Com,13,12,11.2,+,20,11
UGC 7174,Galaxy,Dra,14,12,10.7,+,76,9
UGC 7191,Galaxy,UMa,13,12,11.4,+,57,44
UGC 7193,Galaxy,Com,11.5,12,11.9,+,24,7
NGC 4167,Galaxy,CVn,13,12,12.2,+,36,10
ZWG 69. 76,Galaxy,Vir,15,12,12.1,+,13,12
IC 3035;UGC 7201,Galaxy,Vir,13.6,12,12.2,+,13,15
UGC 7198,Galaxy,Com,14,12,12.2,+,17,46
UGC 7203,Galaxy,Vir,11.3,12,12.3,+,13,12
UGC 7202,Galaxy,Com,13,12,12.2,+,29,10
UGC 7205,Galaxy,UMa,14,12,12.2,+,56,11
UGC 7204,Galaxy,Com,13,12,12.3,+,29,11
UGC 7206,Galaxy,Com,14,12,12.4,+,29,8
UGC 7211,Galaxy,Com,14,12,12.5,+,29,9
MCG 2-31-21,Galaxy,Crv,13,12,12.8,-,14,0
IC 3042;UGC 7215,Galaxy,Vir,11.4,12,12.8,+,10,52
UGC 7214,Galaxy,Vir,10.9,12,12.9,+,1,18
NGC 4182,Galaxy,Vir,13,12,13.1,+,7,2
MCG 9-20-111,Galaxy,CVn,14,12,13.4,+,50,46
UGC 7222,Galaxy,CVn,13,12,13.3,+,43,42
UGC 7225,Galaxy,Com,13,12,13.4,+,28,31
UGC 7223;Ho 348b,Galaxy,Com,14,12,14.1,+,14,44
MCG 2-31-23,Galaxy,Crv,14,12,14.2,-,12,33
IC 3050,Galaxy,Com,11.7,12,13.8,+,13,26
UGC 7232,Galaxy,CVn,13,12,13.7,+,36,38
UGC 7233,Galaxy,Vir,14,12,13.9,+,7,12
M 98,Galaxy,Com,10.1,12,13.8,+,14,54
IC 3051,Galaxy,Vir,12.4,12,13.9,+,13,10
UGC 7241,Galaxy,UMa,12.4,12,14.2,+,54,32
UGC 7244,Galaxy,UMa,15,12,14.2,+,59,37
UGC 7245,Galaxy,Com,14,12,14.4,+,28,25
UGC 7247,Galaxy,Vir,13,12,14.6,+,5,48
UGC 7246,Galaxy,UMa,14,12,14.3,+,56,1
UGC 7253,Galaxy,UMa,15,12,14.8,+,59,54
UGC 7251,Galaxy,Vir,14,12,14.8,+,12,11
MCG 2-31-24,Galaxy,Vir,14,12,14.7,-,11,34
UGC 7337,Galaxy,Vir,14,12,18.2,-,1,4
UGC 7256,Galaxy,Com,10.7,12,15.1,+,33,12
UGC 7261,Galaxy,Com,13,12,15.2,+,20,39
UGC 7258,Galaxy,Dra,14,12,14.9,+,63,48
IC 3064,Galaxy,Vir,12.1,12,15.3,+,13,2
UGC 7268,Galaxy,Vir,13,12,15.5,+,9,35
UGC 7264,Galaxy,Dra,13,12,15.3,+,65,59
NGC 4208,Galaxy,Com,11.2,12,15.7,+,13,54
UGC 7276,Galaxy,Com,14,12,15.7,+,23,59
NGC 4228,Galaxy,CVn,9.7,12,15.6,+,36,20
UGC 7281,Galaxy,Vir,13,12,15.9,+,6,24
UGC 7284,Galaxy,Vir,10,12,15.9,+,13,9
UGC 7282,Galaxy,CVn,12,12,15.8,+,47,6
UGC 7283,Galaxy,CVn,13,12,15.8,+,48,8
ESO 267-37,Galaxy,Cen,12,12,16.4,-,43,20
UGC 7290,Galaxy,CVn,12,12,16.2,+,47,53
UGC 7288,Galaxy,Dra,14,12,16,+,66,14
IC 3087,Galaxy,Com,14,12,16.4,+,13,19
UGC 7292,Galaxy,Vir,11.8,12,16.6,+,7,28
MCG 2-31-27,Galaxy,Crv,14,12,16.7,-,12,18
UGC 7297,Galaxy,CVn,14,12,16.4,+,47,2
UGC 7296,Galaxy,CVn,14,12,16.5,+,33,31
UGC 7299,Galaxy,CVn,14,12,16.7,+,33,34
OCL 874,Open Cluster,Cen,9,12,17.3,-,55,8
UGC 7304,Galaxy,CVn,15,12,16.8,+,47,27
UGC 7303,Galaxy,CVn,15,12,16.8,+,47,26
UGC 7311,Galaxy,Vir,11.9,12,17.1,+,7,37
Ho 358a,Galaxy,Vir,12.9,12,17.2,+,3,41
IC 3098,Galaxy,Vir,11.6,12,17.2,+,7,11
UGC 7306,Galaxy,Dra,9.7,12,16.7,+,69,28
UGC 7315,Galaxy,Com,11.7,12,17.2,+,15,19
UGC 7308,Galaxy,Dra,14,12,16.9,+,63,25
UGC 7316,Galaxy,Com,13,12,17.3,+,16,32
NGC 4243,Galaxy,Vir,14,12,17.4,-,9,56
IC 3102,Galaxy,Vir,12,12,17.4,+,6,41
UGC 7323,Galaxy,CVn,11,12,17.5,+,45,37
UGC 7322,Galaxy,CVn,10.2,12,17.5,+,37,49
UGC 7328,Galaxy,Com,11.4,12,17.6,+,29,36
IC 3113,Galaxy,Vir,12.7,12,18,+,7,11
Ho 359c,Galaxy,Vir,15,12,18,+,7,16
UGC 7335,Galaxy,CVn,12.6,12,17.8,+,47,25
MCG 1-31-39,Galaxy,Vir,15,12,18,+,5,36
UGC 7329,Galaxy,Dra,13,12,17.4,+,70,48
UGC 7338,Galaxy,Com,12,12,18.1,+,28,10
UGC 7343,Galaxy,Vir,15,12,18.5,+,5,34
UGC 7344,Galaxy,Com,14,12,18.4,+,29,49
M 99,Galaxy,Com,9.8,12,18.8,+,14,25
UGC 7348,Galaxy,Vir,13,12,19,+,4,48
UGC 7351,Galaxy,Dra,12,12,18.7,+,65,54
MCG 1-31-49,Galaxy,Vir,15,12,19.1,+,5,44
M 106,Galaxy,CVn,8.3,12,19,+,47,18
UGC 7359,Galaxy,Vir,13.6,12,19.4,+,5,23
UGC 7361,Galaxy,Vir,11.8,12,19.4,+,6,6
UGC 7360,Galaxy,Vir,10.3,12,19.4,+,5,49
UGC 7365,Galaxy,Com,11.5,12,19.5,+,14,53
NGC 4265,Galaxy,Crv,14,12,19.7,-,12,15
UGC 7364,Galaxy,Vir,12.9,12,19.6,+,5,51
NGC 4263,Galaxy,Crv,14,12,19.7,-,12,15
UGC 7368,Galaxy,Vir,15,12,19.7,+,5,32
UGC 7373,Galaxy,Vir,10.9,12,19.8,+,12,48
UGC 7371,Galaxy,Vir,12.7,12,19.8,+,5,17
UGC 7372; Ho 365a,Galaxy,Vir,14,12,19.8,+,6,1
UGC 7376,Galaxy,Vir,12.2,12,19.8,+,5,28
UGC 7375,Galaxy,UMa,13,12,19.6,+,56,45
UGC 7378,Galaxy,Com,14,12,19.8,+,30,20
UGC 7380,Galaxy,Vir,11.9,12,19.9,+,5,21
UGC 7377,Galaxy,Com,10.4,12,19.8,+,29,37
UGC 7382,Galaxy,Com,13,12,19.9,+,27,37
UGC 7385,Galaxy,Vir,14,12,20.2,+,7,42
MCG 1-32-9,Galaxy,Vir,13.5,12,20.1,+,5,21
UGC 7386,Galaxy,Com,10.2,12,20.1,+,29,17
MCG 2-32-3,Galaxy,Vir,14,12,20.4,-,11,40
UGC 7389,Galaxy,Vir,11.3,12,20.4,+,5,23
MCG 1-32-13,Galaxy,Vir,14,12,20.4,+,5,35
UGC 7390,Galaxy,Com,12,12,20.3,+,29,19
UGC 7393,Galaxy,UMa,14,12,20.2,+,58,6
MCG 2-32-4,Galaxy,Vir,14,12,20.7,-,11,39
IC 3181,Galaxy,Com,15,12,20.7,+,29,21
MCG 1-32-14,Galaxy,Vir,15,12,20.8,+,5,39
UGC 7399,Galaxy,CVn,13,12,20.6,+,46,17
UGC 7403,Galaxy,Vir,14,12,21,+,3,43
UGC 7402,Galaxy,UMa,12,12,20.8,+,58,6
UGC 7397,Galaxy,Dra,12,12,20.3,+,75,22
UGC 7404; Ho 375a,Galaxy,Vir,14,12,21.3,+,4,36
UGC 7405,Galaxy,Com,11,12,21.2,+,18,23
UGC 7407,Galaxy,Vir,12.1,12,21.3,+,11,31
UGC 7409,Galaxy,Vir,14,12,21.5,+,6,40
MCG 1-32-18,Galaxy,Vir,14,12,21.5,+,6,40
UGC 7412,Galaxy,Com,11.4,12,21.5,+,14,36
UGC 7414,Galaxy,Vir,12.5,12,21.7,+,11,30
UGC 7413,Galaxy,Vir,14,12,21.7,+,5,23
NGC 4303A,Galaxy,Vir,15,12,21.6,+,4,47
UGC 7418,Galaxy,Com,11.6,12,21.7,+,14,36
M 61,Galaxy,Vir,9.7,12,21.9,+,4,28
ESO 380-20,Galaxy,Hya,12,12,22.2,-,33,29
UGC 7432;Ho 381a,Galaxy,Vir,12.6,12,22.1,+,12,44
Ho 381b,Galaxy,Vir,14,12,22.1,+,12,47
Ho 380a,Galaxy,Vir,13,12,22.1,+,9,2
UGC 7426,Galaxy,Com,14,12,21.9,+,30,3
Ho 382a,Galaxy,Vir,14,12,22.2,+,7,9
NGC 4338,Galaxy,Com,13,12,22.4,+,29,12
UGC 7442,Galaxy,Com,11.8,12,22.5,+,15,32
UGC 7445,Galaxy,Vir,13,12,22.6,+,11,48
UGC 7443,Galaxy,Com,10.5,12,22.6,+,29,53
UGC 7447,Galaxy,Vir,14,12,22.8,+,9,21
UGC 7446,Galaxy,Vir,14,12,22.7,+,8,12
UGC 7429,Galaxy,Dra,12,12,21.7,+,75,19
UGC 7452,Galaxy,Vir,15,12,23.1,+,10,33
M 100,Galaxy,Com,9.4,12,22.9,+,15,49
NGC 4323,Galaxy,Com,13.9,12,23,+,15,54
Ho 388a,Galaxy,Vir,13,12,23.1,+,5,15
NGC 4368,Galaxy,Vir,15,12,23.2,+,10,38
UGC 7454,Galaxy,Vir,14,12,23.2,+,6,4
MCG 3-32-19,Galaxy,Com,13.5,12,23.3,+,15,48
MCG 2-32-9,Galaxy,Crv,14,12,23.4,-,12,34
UGC 7456,Galaxy,Vir,14,12,23.3,+,11,23
UGC 7449,Galaxy,Dra,15,12,22.4,+,76,11
UGC 7453,Galaxy,Dra,13,12,22.8,+,65,51
MCG 1-32-34,Galaxy,Vir,14,12,23.4,+,6,2
UGC 7458,Galaxy,Vir,14,12,23.4,+,7,28
UGC 7455,Galaxy,UMa,14,12,23,+,58,27
IC 3254,Galaxy,Com,13,12,23.6,+,19,27
OCL 878,Open Cluster,Cru,8.9,12,23.9,-,58,8
NGC 4310,Galaxy,Com,15,12,23.1,+,28,55
UGC 7461,Galaxy,Vir,11.4,12,23.6,+,6,5
UGC 7467,Galaxy,Com,11,12,23.6,+,16,43
IC 3260,Galaxy,Vir,14,12,24,+,7,7
IC 3256,Galaxy,Vir,14,12,23.6,+,7,3
UGC 7465,Galaxy,Vir,12.1,12,23.7,+,6,57
UGC 7468,Galaxy,Com,13,12,23.6,+,17,32
UGC 7463,Galaxy,CVn,12,12,23.5,+,47,0
MCG 0-32-3,Galaxy,Vir,13,12,23.9,-,3,27
OCL 882,Open Cluster,Cru,7.4,12,24.5,-,61,54
UGC 7473,Galaxy,Com,11.1,12,24,+,16,42
NGC 4354,Galaxy,Vir,12.7,12,24,+,12,12
UGC 7475,Galaxy,Vir,12.7,12,24.1,+,11,13
IC 3266,Galaxy,Vir,14,12,24,+,7,47
IC 3273,Galaxy,Vir,14,12,24.3,+,8,33
NGC 4381,Galaxy,CVn,14,12,24,+,48,46
UGC 7479,Galaxy,UMa,14,12,24,+,58,24
UGC 7483,Galaxy,Com,13,12,24.2,+,31,31
ESO 573-PN19,Planetary Nebula,Crv,10,12,24.5,-,18,48
NGC 4364,Galaxy,UMa,15,12,24.2,+,58,22
ZWG 352. 32,Galaxy,Dra,15,12,23.5,+,74,57
NGC 4362,Galaxy,UMa,14,12,24,+,58,24
UGC 7488,Galaxy,Vir,11,12,24.5,+,7,19
UGC 7489,Galaxy,CVn,12,12,24.6,+,39,23
UGC 7492,Galaxy,Vir,14,12,24.9,+,7,27
UGC 7493,Galaxy,Vir,10.8,12,24.9,+,11,42
GCL 19,Globular Cluster,Mus,7.8,12,25.8,-,72,40
ESO 322-6,Galaxy,Cen,11.1,12,25.3,-,39,45
M 84,Galaxy,Vir,9.3,12,25.1,+,12,53
UGC 7496,Galaxy,Com,14,12,25,+,28,33
UGC 7498,Galaxy,Vir,14,12,25.3,+,4,56
UGC 7501,Galaxy,Com,11.8,12,25.2,+,14,46
UGC 7497,Galaxy,Vir,12,12,25.3,+,4,55
UGC 7502,Galaxy,Com,11.7,12,25.2,+,15,36
UGC 7503,Galaxy,Vir,12,12,25.4,+,10,1
M 85,Galaxy,Com,9.2,12,25.4,+,18,11
UGC 7507,Galaxy,Com,13,12,25.4,+,16,28
UGC 7506,Galaxy,UMa,13,12,25.2,+,54,30
UGC 7515,Galaxy,Vir,12.4,12,25.7,+,0,34
UGC 7491,Galaxy,Dra,12,12,24.5,+,75,32
UGC 7517,Galaxy,Vir,12,12,25.7,+,12,49
UGC 7520,Galaxy,Vir,11.1,12,25.8,+,12,40
UGC 7514,Galaxy,CVn,12,12,25.6,+,45,41
IC 3319-20,Galaxy,Vir,13,12,25.8,+,10,27
UGC 7511,Galaxy,Dra,14,12,25.3,+,64,56
MCG 8-23-23,Galaxy,CVn,14,12,25.2,+,45,52
UGC 7521,Galaxy,Com,13,12,25.8,+,27,33
UGC 7523,Galaxy,Com,10.9,12,25.9,+,18,13
UGC 7524,Galaxy,CVn,10.2,12,25.8,+,33,33
Ho 400a,Galaxy,Com,13,12,26,+,15,40
Ho 403d,Galaxy,Vir,11.7,12,26.1,+,13,7
MCG 1-32-8,Galaxy,Vir,14,12,26.3,-,7,41
MCG 1-32-9,Galaxy,Vir,14,12,26.4,-,7,41
IC 788,Galaxy,Com,13,12,26.1,+,16,11
M 86,Galaxy,Vir,9.2,12,26.2,+,12,57
ZWG 158.107,Galaxy,Com,15,12,26.2,+,27,53
UGC 7536,Galaxy,Vir,13,12,26.6,+,3,58
NGC 4407,Galaxy,Vir,13,12,26.5,+,12,37
UGC 7539,Galaxy,Com,10.3,12,26.4,+,31,13
UGC 7540,Galaxy,Vir,14,12,26.6,+,8,25
UGC 7541,Galaxy,Vir,13,12,26.8,+,7,56
NGC 4437,Galaxy,Vir,11.2,12,26.8,+,9,35
NGC 4355,Galaxy,Vir,14,12,26.9,-,0,51
UGC 7551,Galaxy,Com,11.1,12,26.9,+,15,3
NGC 4409,Galaxy,Vir,13,12,27,+,2,30
UGC 7554,Galaxy,Com,11.6,12,27,+,15,28
MCG 1-32-10,Galaxy,Vir,14,12,27.3,-,5,49
UGC 7556,Galaxy,Vir,14,12,27.1,+,5,52
UGC 7561,Galaxy,Vir,11.6,12,27.2,+,9,25
UGC 7562,Galaxy,Vir,11.9,12,27.2,+,12,44
MCG 1-32-12,Galaxy,Vir,13,12,27.5,-,8,10
UGC 7568,Galaxy,Vir,10.2,12,27.4,+,11,7
UGC 7566,Galaxy,Vir,12,12,27.4,+,6,15
UGC 7569,Galaxy,Vir,12.8,12,27.5,+,12,18
UGC 7570,Galaxy,Vir,15,12,27.6,+,6,14
MCG 1-32-13,Galaxy,Vir,13,12,27.6,-,8,17
UGC 7571,Galaxy,Vir,13,12,27.5,+,8,9
UGC 7575,Galaxy,Vir,10.9,12,27.7,+,13,5
UGC 7573,Galaxy,Vir,13.1,12,27.7,+,12,19
UGC 7574,Galaxy,Vir,10.1,12,27.8,+,13,1
OCL 884,Open Cluster,Cru,8.4,12,28.4,-,60,6
UGC 7581,Galaxy,Vir,11.8,12,27.9,+,12,18
UGC 7572,Galaxy,Dra,14,12,27.3,+,64,48
UGC 7583,Galaxy,Vir,10.5,12,28.1,+,9,48
IC 793,Galaxy,Vir,12.8,12,28.3,+,9,26
UGC 7586,Galaxy,Com,15,12,28.2,+,13,55
MCG 2-32-73,Galaxy,Com,15,12,28.3,+,13,54
UGC 7591,Galaxy,Com,11.1,12,28.2,+,28,37
UGC 7592,Galaxy,CVn,9.4,12,28.2,+,44,6
UGC 7594,Galaxy,Com,10.1,12,28.5,+,17,5
UGC 7600,Galaxy,Vir,12.5,12,28.7,+,9,16
UGC 7601,Galaxy,Vir,12.4,12,28.7,+,11,45
UGC 7606,Galaxy,Vir,12.1,12,28.8,-,1,56
UGC 7603,Galaxy,Com,13,12,28.7,+,22,49
ESO 441-30,Galaxy,Hya,15,12,27.8,-,30,7
UGC 7609,Galaxy,Vir,10.8,12,29,+,3,34
UGC 7610,Galaxy,Vir,12.1,12,29,+,13,15
UGC 7614,Galaxy,Com,10.4,12,29,+,13,59
UGC 7611,Galaxy,CVn,12,12,28.8,+,44,52
UGC 7613,Galaxy,Vir,11.2,12,29,+,13,11
ESO 506-13,Galaxy,Crv,12,12,29.3,-,23,10
OCL 885,Open Cluster,Mus,7.2,12,30,-,64,48
UGC 7619,Galaxy,Vir,12.7,12,29.4,+,8,10
ZWG 42.127,Galaxy,Vir,15,12,29.4,+,8,2
Ho 412a,Galaxy,Vir,15,12,29.5,+,7,42
Ho 413c,Galaxy,Vir,14.5,12,29.5,+,8,0
UGC 7628,Galaxy,Com,13,12,29.5,+,14,3
UGC 7622,Galaxy,Vir,12,12,29.5,+,8,45
NGC 4610,Galaxy,Vir,13,12,29.6,+,7,49
VCC 1203,Galaxy,Vir,15,12,29.7,+,7,55
M 49,Galaxy,Vir,8.4,12,29.8,+,8,0
UGC 7631,Galaxy,Com,10.2,12,29.8,+,13,26
UGC 7634,Galaxy,Com,11.8,12,29.9,+,14,4
UGC 7632,Galaxy,Com,15,12,29.8,+,27,15
UGC 7637,Galaxy,Vir,12.3,12,30,+,12,21
UGC 7638,Galaxy,Com,10.4,12,30,+,13,38
UGC 7645,Galaxy,Vir,11.2,12,30.3,+,12,20
UGC 7646,Galaxy,Com,12.5,12,30.3,+,13,35
UGC 7647,Galaxy,Vir,12.4,12,30.4,+,4,15
MCG 11-15-57,Galaxy,Dra,15,12,29.8,+,64,3
IC 3427,Galaxy,Vir,14,12,30.2,+,10,47
UGC 7649,Galaxy,Vir,13,12,30.7,+,9,1
MCG 2-32-13,Galaxy,Vir,14,12,28.9,-,11,39
UGC 7648,Galaxy,CVn,12,12,30.5,+,41,42
M 87,Galaxy,Vir,8.6,12,30.8,+,12,24
MCG 1-32-21,Galaxy,Vir,11,12,31.1,-,8,3
UGC 7653,Galaxy,Vir,13,12,30.9,+,8,22
UGC 7655,Galaxy,Com,13,12,30.8,+,16,45
UGC 7651,Galaxy,CVn,9.8,12,30.6,+,41,38
UGC 7657,Galaxy,Vir,12.5,12,31,+,11,29
IC 3438,Galaxy,Vir,12.5,12,31,+,8,5
MCG 0-32-17,Galaxy,Vir,15,12,31.2,+,0,37
UGC 7662,Galaxy,Com,9.9,12,31.4,+,25,47
UGC 7663,Galaxy,Com,14,12,31.3,+,29,9
IC 3452,Galaxy,Vir,12.6,12,31.5,+,11,37
UGC 7669,Galaxy,Com,13,12,31.7,+,16,51
UGC 7667,Galaxy,UMa,13,12,31.4,+,57,58
M 88,Galaxy,Com,9.5,12,32,+,14,25
UGC 7677,Galaxy,Com,15,12,32.1,+,16,42
UGC 7680,Galaxy,Vir,11.1,12,32.1,+,11,11
MCG 1-32-22,Galaxy,Vir,12,12,32.3,-,7,34
UGC 7682,Galaxy,Com,14,12,32.2,+,13,25
ESO 322-29,Galaxy,Cen,13,12,35.6,-,39,55
UGC 7704,Galaxy,CVn,14,12,33.1,+,32,6
UGC 7679,Galaxy,Dra,14,12,31.7,+,64,15
MCG 10-18-63,Galaxy,UMa,14,12,32.2,+,56,29
NGC 4521,Galaxy,Dra,14,12,32.6,+,63,54
UGC 7683,Galaxy,Dra,14,12,31.9,+,66,20
UGC 7693,Galaxy,Com,14,12,32.5,+,29,44
UGC 7701,Galaxy,Com,13,12,33,+,16,15
UGC 7703,Galaxy,Com,14,12,33.1,+,14,34
NGC 4437,Galaxy,Vir,10.5,12,32.8,+,0,7
UGC 7709,Galaxy,Vir,11.7,12,33.5,+,8,39
NGC 4512,Galaxy,Dra,13,12,32.8,+,63,57
UGC 7711,Galaxy,Vir,13,12,33.7,+,9,10
UGC 7713,Galaxy,Com,14,12,33.8,+,15,10
MCG 2-32-14,Galaxy,Crv,14,12,33.8,-,12,1
UGC 7714,Galaxy,Com,13,12,33.8,+,30,17
NGC 4560,Galaxy,Vir,9.6,12,34,+,7,42
UGC 7721,Galaxy,Vir,10.4,12,34.1,+,2,39
UGC 7722,Galaxy,Vir,11.7,12,34.1,+,11,19
UGC 7697,Galaxy,Com,15,12,31.8,+,20,30
UGC 7729,Galaxy,Vir,13,12,34.3,+,13,5
UGC 7726,Galaxy,Vir,11.9,12,34.3,+,6,28
UGC 7725,Galaxy,Vir,15,12,34.4,+,2,20
UGC 7723,Galaxy,CVn,12,12,34.1,+,35,31
UGC 7727,Galaxy,Vir,9.8,12,34.3,+,8,12
UGC 7732,Galaxy,Vir,10.4,12,34.5,+,2,11
MCG 1-32-105,Galaxy,Vir,15,12,34.7,+,3,20
UGC 7735,Galaxy,Com,12,12,34.6,+,18,12
UGC 7742,Galaxy,Com,12,12,34.8,+,15,33
UGC 7749,Galaxy,Vir,14,12,35.2,-,0,13
NGC 4537,Galaxy,CVn,15,12,34.8,+,50,50
MCG 1-32-109,Galaxy,Vir,14,12,35.4,+,6,7
UGC 7756,Galaxy,Vir,14,12,35.6,+,3,2
UGC 7747,Galaxy,Dra,13,12,34.6,+,63,31
MCG 1-32-27,Galaxy,Vir,10.3,12,35.5,-,3,48
MCG 10-18-69,Galaxy,UMa,15,12,34.8,+,58,56
M 91,Galaxy,Com,10.2,12,35.4,+,14,30
MCG 10-18-72,Galaxy,UMa,15,12,34.8,+,58,56
UGC 7757,Galaxy,Vir,11.6,12,35.5,+,12,13
UGC 7759,Galaxy,Vir,11.9,12,35.6,+,12,16
M 89,Galaxy,Vir,9.8,12,35.7,+,12,33
IC 3454,Galaxy,Com,14,12,35.7,+,26,31
UGC 7765,Galaxy,Com,14,12,35.8,+,26,54
IC 3556,Galaxy,Com,15,12,35.8,+,27,1
UGC 7766,Galaxy,Com,9.9,12,36,+,27,58
IC 3569,Galaxy,Com,13,12,36.1,+,19,20
NGC 4565A,Galaxy,Com,14,12,35.6,+,25,51
MCG 5-30-33,Galaxy,Com,15,12,35.9,+,26,59
UGC 7773,Galaxy,Vir,11.1,12,36.4,+,11,26
UGC 7772,Galaxy,Com,9.6,12,36.3,+,25,59
UGC 7769,Galaxy,UMa,14,12,35.9,+,54,13
UGC 7777,Galaxy,Vir,11.3,12,36.5,+,11,15
